,name,location,price,rating,quality,review,bed,size,distance from centure,room_type,nights,adults,free_canelation
1154,Coronation Hotel,"Kensington and Chelsea, London","IRR 4,587,419",7.1,Good,258 reviews,"2 beds (1 single, 1 double)",,5.1,Family Room,1 night, 3 adults,
1158,London Central Budget Rooms,"Islington, London","IRR 2,351,799",5.8,Review score,58 reviews,"2 beds (1 double, 1 bunk bed)",,3.1,Budget Triple Room,1 night, 3 adults,
1168,Wandsworth Guest Rooms 64,"Wandsworth, London","IRR 3,057,338",7.3,Good,44 reviews,"2 beds (1 single, 1 double)",,7.2,Triple Room,1 night, 3 adults,
1169,Park Avenue Bayswater Inn Hyde Park,"Westminster Borough, London","IRR 6,095,862",7.2,Good,"5,208 reviews",Multiple bed types,,4.5,Triple Room,1 night, 3 adults,
1171,London Court Hotel,"Kensington and Chelsea, London","IRR 5,644,317",8.0,Very good,"1,689 reviews",2 single beds,,4.9,"Deluxe Twin Room, with en suite",1 night, 3 adults,
1172,Balmoral House Hotel,"Westminster Borough, London","IRR 5,362,101",7.6,Good,"1,447 reviews","2 beds (1 single, 1 double)",,3.3,Triple Room,1 night, 3 adults,
1175,Tony's House Hotel,"Westminster Borough, London","IRR 6,443,929",6.1,Review score,"1,491 reviews","2 beds (1 single, 1 double)",,3.3,Family Room (3 Adults),1 night, 3 adults,
1177,Jubilee Rooms 15 Minutes Central London,"Brent, London","IRR 4,233,238",7.6,Good,11 reviews,"2 beds (1 single, 1 double)",,8.2,Comfort Triple Room,1 night, 3 adults,
1178,Victorian Woods BnB,"Newham, London","IRR 3,608,130",8.2,Very good,138 reviews,"2 beds (1 sofa bed, 1 large double)",,11.3,Queen Room with Shared Bathroom,1 night, 3 adults,
1179,Streatham Hotel,"Brent, London","IRR 2,963,266",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,1 night, 3 adults,
1182,Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 9,360,159",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,1 night, 3 adults,
1188,Lancaster Gate Hotel,"Westminster Borough, London","IRR 7,478,720",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,1 night, 3 adults,Free cancellation
1189,Coronation Hotel,"Kensington and Chelsea, London","IRR 4,587,419",7.1,Good,258 reviews,"2 beds (1 single, 1 double)",,5.1,Family Room,1 night, 3 adults,
1190,London Hilton on Park Lane,"Westminster Borough, London","IRR 20,648,793",7.8,Good,"1,613 reviews",2 single beds,,1.6,Family Room,1 night, 3 adults,
1191,"Holiday Inn London Bloomsbury, an IHG Hotel","Camden, London","IRR 11,006,418",7.9,Good,"3,432 reviews","2 beds (1 double, 1 sofa bed)",,1.9,Standard Double Room with Sofa Bed,1 night, 3 adults,
1194,Royal National Hotel,"Camden, London","IRR 9,407,195",7.4,Good,"6,500 reviews",3 single beds,,1.8,Standard Triple Room,1 night, 3 adults,
1195,London Central Budget Rooms,"Islington, London","IRR 2,351,799",5.8,Review score,58 reviews,"2 beds (1 double, 1 bunk bed)",,3.1,Budget Triple Room,1 night, 3 adults,
1196,Stay at Piccadilly,"Westminster Borough, London","IRR 6,434,521",7.4,Good,330 reviews,"2 beds (1 double, 1 sofa bed)",45m²,0.5,One-Bedroom Apartment,1 night, 3 adults,
1197,Gem Langham Court Hotel,"Westminster Borough, London","IRR 10,628,249",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,1 night, 3 adults,
1198,The Nayland Hotel,"Westminster Borough, London","IRR 4,925,110",7.2,Good,"2,818 reviews",3 single beds,,3.2,Triple Standard,1 night, 3 adults,
1199,Hotel Edward Paddington,"Westminster Borough, London","IRR 7,525,756",7.0,Good,"3,955 reviews",Multiple bed types,,3.4,Triple Room,1 night, 3 adults,
1200,Tony's House Hotel,"Westminster Borough, London","IRR 6,443,929",6.1,Review score,"1,491 reviews","2 beds (1 single, 1 double)",,3.3,Family Room (3 Adults),1 night, 3 adults,
1201,Royal London Apartments,"Islington, London","IRR 7,525,756",7.9,Good,214 reviews,"3 beds (2 doubles, 1 sofa bed)",60m²,2.2,Two-Bedroom Apartment,1 night, 3 adults,
1202,Jubilee Rooms 15 Minutes Central London,"Brent, London","IRR 4,233,238",7.6,Good,11 reviews,"2 beds (1 single, 1 double)",,8.2,Comfort Triple Room,1 night, 3 adults,
1204,Streatham Hotel,"Brent, London","IRR 2,963,266",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,1 night, 3 adults,
1206,Park Plaza Westminster Bridge London,"Lambeth, London","IRR 21,354,333",8.3,Very good,"25,125 reviews","3 beds (2 singles, 1 sofa bed)",34m²,1,Studio Triple,1 night, 3 adults,
1207,"Radisson Blu Hotel, London Bloomsbury","Camden, London","IRR 19,708,073",8.4,Very good,"5,190 reviews","2 beds (1 extra-large double, 1 sofa bed)",,1.1,Deluxe Premium Room,1 night, 3 adults,Free cancellation
1209,Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 9,360,159",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,1 night, 3 adults,
1210,Knightsbridge Residences by Dena Elite Collection,"Kensington and Chelsea, London","IRR 13,969,685",9.2,Superb,160 reviews,"3 beds (1 sofa bed, 2 large doubles)",90m²,2.7,Deluxe Apartment,1 night, 3 adults,
1211,Leonardo Royal London St Paul’s,"City of London, London","IRR 18,391,066",8.6,Fabulous,"11,086 reviews",2 double beds,,2.1,Superior Twin Room,1 night, 3 adults,
1212,YOTEL London City,"Islington, London","IRR 12,064,728",8.0,Very good,"6,625 reviews","2 beds (1 double, 1 bunk bed)",,2.3,Triple Cabin,1 night, 3 adults,
1215,Casa Emilio - Soho - by Frankie Says,"Westminster Borough, London","IRR 5,503,209",9.9,Exceptional,9 reviews,"2 beds (1 extra-large double, 1 sofa bed)",40m²,0.7,One-Bedroom Apartment,1 night, 3 adults,
1216,Lancaster Gate Hotel,"Westminster Borough, London","IRR 7,478,720",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,1 night, 3 adults,Free cancellation
1217,Coronation Hotel,"Kensington and Chelsea, London","IRR 4,587,419",7.1,Good,258 reviews,"2 beds (1 single, 1 double)",,5.1,Family Room,1 night, 3 adults,
1218,London Hilton on Park Lane,"Westminster Borough, London","IRR 20,648,793",7.8,Good,"1,613 reviews",2 single beds,,1.6,Family Room,1 night, 3 adults,
1219,"Holiday Inn London Bloomsbury, an IHG Hotel","Camden, London","IRR 11,006,418",7.9,Good,"3,432 reviews","2 beds (1 double, 1 sofa bed)",,1.9,Standard Double Room with Sofa Bed,1 night, 3 adults,
1220,Chilworth Court,"Westminster Borough, London","IRR 13,226,516",8.4,Very good,422 reviews,"2 beds (1 sofa bed, 1 large double)",52m²,3.8,One-Bedroom Apartment,1 night, 3 adults,
1221,Royal National Hotel,"Camden, London","IRR 9,407,195",7.4,Good,"6,500 reviews",3 single beds,,1.8,Standard Triple Room,1 night, 3 adults,
1222,London Central Budget Rooms,"Islington, London","IRR 2,351,799",5.8,Review score,58 reviews,"2 beds (1 double, 1 bunk bed)",,3.1,Budget Triple Room,1 night, 3 adults,
1223,Stay at Piccadilly,"Westminster Borough, London","IRR 6,434,521",7.4,Good,330 reviews,"2 beds (1 double, 1 sofa bed)",45m²,0.5,One-Bedroom Apartment,1 night, 3 adults,
1224,Gem Langham Court Hotel,"Westminster Borough, London","IRR 10,628,249",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,1 night, 3 adults,
1225,Tony's House Hotel,"Westminster Borough, London","IRR 6,443,929",6.1,Review score,"1,491 reviews","2 beds (1 single, 1 double)",,3.3,Family Room (3 Adults),1 night, 3 adults,
1226,Royal London Apartments,"Islington, London","IRR 7,525,756",7.9,Good,214 reviews,"3 beds (2 doubles, 1 sofa bed)",60m²,2.2,Two-Bedroom Apartment,1 night, 3 adults,
1227,Jubilee Rooms 15 Minutes Central London,"Brent, London","IRR 4,233,238",7.6,Good,11 reviews,"2 beds (1 single, 1 double)",,8.2,Comfort Triple Room,1 night, 3 adults,
1228,Victorian Woods BnB,"Newham, London","IRR 3,608,130",8.2,Very good,138 reviews,"2 beds (1 sofa bed, 1 large double)",,11.3,Queen Room with Shared Bathroom,1 night, 3 adults,
1229,Streatham Hotel,"Brent, London","IRR 2,963,266",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,1 night, 3 adults,
1230,Park Plaza Westminster Bridge London,"Lambeth, London","IRR 21,354,333",8.3,Very good,"25,125 reviews","3 beds (2 singles, 1 sofa bed)",34m²,1,Studio Triple,1 night, 3 adults,
1231,"Radisson Blu Hotel, London Bloomsbury","Camden, London","IRR 19,708,073",8.4,Very good,"5,190 reviews","2 beds (1 extra-large double, 1 sofa bed)",,1.1,Deluxe Premium Room,1 night, 3 adults,Free cancellation
1232,Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 9,360,159",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,1 night, 3 adults,
1233,Knightsbridge Residences by Dena Elite Collection,"Kensington and Chelsea, London","IRR 13,969,685",9.2,Superb,160 reviews,"3 beds (1 sofa bed, 2 large doubles)",90m²,2.7,Deluxe Apartment,1 night, 3 adults,
1234,Luxurious Covent Garden Penthouse,"Westminster Borough, London","IRR 13,170,073",8.5,Very good,48 reviews,"3 beds (1 sofa bed, 2 large doubles)",102m²,0.5,Penthouse Apartment,1 night, 3 adults,
1235,"Signature London, The J Marylebone","Westminster Borough, London","IRR 13,313,533",8.1,Very good,"1,379 reviews",2 double beds,27m²,2.9,Two-Bedroom Suite,1 night, 3 adults,
1236,Leonardo Royal London St Paul’s,"City of London, London","IRR 18,391,066",8.6,Fabulous,"11,086 reviews",2 double beds,,2.1,Superior Twin Room,1 night, 3 adults,
1237,YOTEL London City,"Islington, London","IRR 12,064,728",8.0,Very good,"6,625 reviews","2 beds (1 double, 1 bunk bed)",,2.3,Triple Cabin,1 night, 3 adults,
1238,Casa Emilio - Soho - by Frankie Says,"Westminster Borough, London","IRR 5,503,209",9.9,Exceptional,9 reviews,"2 beds (1 extra-large double, 1 sofa bed)",40m²,0.7,One-Bedroom Apartment,1 night, 3 adults,
1239,Lancaster Gate Hotel,"Westminster Borough, London","IRR 7,478,720",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,1 night, 3 adults,Free cancellation
1240,Coronation Hotel,"Kensington and Chelsea, London","IRR 4,587,419",7.1,Good,258 reviews,"2 beds (1 single, 1 double)",,5.1,Family Room,1 night, 3 adults,
1241,London Hilton on Park Lane,"Westminster Borough, London","IRR 20,648,793",7.8,Good,"1,613 reviews",2 single beds,,1.6,Family Room,1 night, 3 adults,
1243,"Holiday Inn London Bloomsbury, an IHG Hotel","Camden, London","IRR 11,006,418",7.9,Good,"3,432 reviews","2 beds (1 double, 1 sofa bed)",,1.9,Standard Double Room with Sofa Bed,1 night, 3 adults,
1244,Chilworth Court,"Westminster Borough, London","IRR 13,226,516",8.4,Very good,422 reviews,"2 beds (1 sofa bed, 1 large double)",52m²,3.8,One-Bedroom Apartment,1 night, 3 adults,
1245,Royal Garden Hotel,"Kensington and Chelsea, London","IRR 18,532,174",8.1,Very good,"3,448 reviews","2 beds (1 extra-large double, 1 sofa bed)",,4.2,Deluxe Studio,1 night, 3 adults,Free cancellation
1246,Royal National Hotel,"Camden, London","IRR 9,407,195",7.4,Good,"6,500 reviews",3 single beds,,1.8,Standard Triple Room,1 night, 3 adults,
1247,London Central Budget Rooms,"Islington, London","IRR 2,351,799",5.8,Review score,58 reviews,"2 beds (1 double, 1 bunk bed)",,3.1,Budget Triple Room,1 night, 3 adults,
1248,Stay at Piccadilly,"Westminster Borough, London","IRR 6,434,521",7.4,Good,330 reviews,"2 beds (1 double, 1 sofa bed)",45m²,0.5,One-Bedroom Apartment,1 night, 3 adults,
1249,Gem Langham Court Hotel,"Westminster Borough, London","IRR 10,628,249",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,1 night, 3 adults,
1275,WIT Hotel,"9th arr., Paris","IRR 7,951,542",7.1,Good,"3,300 reviews",1 double bed,20m²,1.9,Suite,1 night, 2 adults,
1276,Hotel Novex Paris,"13th arr., Paris","IRR 8,570,284",4.9,Review score,"1,206 reviews",1 double bed,,3.8,Double Room,1 night, 2 adults,
1278,Lennon by Avalon Hotel Paris Gare du Nord,"10th arr., Paris","IRR 4,605,527",7.4,Good,"2,242 reviews",1 double bed,,2.7,Double Room,1 night, 2 adults,
1282,Courcelles Etoile,"17th arr., Paris","IRR 4,845,815",8.2,Very good,"1,714 reviews",1 double bed,,5,Chambre Deluxe,1 night, 2 adults,
1287,Chatillon Paris Montparnasse,"14th arr., Paris","IRR 5,086,103",8.1,Very good,"1,548 reviews",1 large double bed,,4,Classic Double Room,1 night, 2 adults,
1288,Hôtel Gustave,"15th arr., Paris","IRR 8,289,948",8.7,Fabulous,"1,189 reviews",1 large double bed,,4.6,Double Room - Disability Access,1 night, 2 adults,
1291,citizenM Paris Gare de Lyon,"12th arr., Paris","IRR 11,974,369",8.3,Very good,"10,437 reviews",1 extra-large double bed,,2.1,King Room - Iconic View,1 night, 2 adults,
1293,"Holiday Inn Paris - Gare de Lyon Bastille, an IHG Hotel","12th arr., Paris","IRR 11,173,408",8.5,Very good,"2,531 reviews",1 double bed,,1.9,Standard Double Room,1 night, 2 adults,
1300,WIT Hotel,"9th arr., Paris","IRR 7,951,542",7.1,Good,"3,300 reviews",1 double bed,20m²,1.9,Suite,1 night, 2 adults,
1301,Hôtel Galileo Champs Elysées,"8th arr., Paris","IRR 6,447,737",8.6,Fabulous,"1,457 reviews",1 large double bed,,4.2,Classic Room,1 night, 2 adults,
1303,Hôtel Moderniste,"15th arr., Paris","IRR 11,173,408",9.1,Superb,"1,668 reviews",Multiple bed types,,4.9,Large Triple Room,1 night, 2 adults,
1304,Hôtel Le Daum,"12th arr., Paris","IRR 7,913,496",8.3,Very good,"1,273 reviews",1 double bed,,4.1,Comfort Double Room,1 night, 2 adults,
1306,Hôtel Korner Etoile,"17th arr., Paris","IRR 8,722,467",8.3,Very good,"1,720 reviews",Multiple bed types,,5.3,Triple Room,1 night, 2 adults,
1308,citizenM Paris Champs-Élysées,"8th arr., Paris","IRR 10,484,581",8.6,Fabulous,"3,220 reviews",1 extra-large double bed,,3.7,King Room,1 night, 2 adults,
1310,Grand Hotel Dore,"12th arr., Paris","IRR 8,009,612",8.2,Very good,"1,155 reviews",1 double bed,,3.9,Double Room,1 night, 2 adults,
1312,Timhotel Montmartre,"18th arr., Paris","IRR 9,571,486",8.3,Very good,"2,532 reviews",1 large double bed,,3.4,Comfort Double Room,1 night, 2 adults,
1314,Mode Paris Aparthotel,"16th arr., Paris","IRR 15,325,991",9.2,Superb,480 reviews,1 double bed,23m²,5,Superior Studio,1 night, 2 adults,
1318,Les Rives de Notre-Dame,"5th arr., Paris","IRR 11,173,408",9.3,Superb,541 reviews,1 large double bed,,0.6,Superior Double Room,1 night, 2 adults,
1323,Hôtel Gustave,"15th arr., Paris","IRR 8,289,948",8.7,Fabulous,"1,189 reviews",1 large double bed,,4.6,Double Room - Disability Access,1 night, 2 adults,
1324,Hotel La Manufacture,"13th arr., Paris","IRR 6,007,209",8.3,Very good,"2,397 reviews",1 double bed,,2.7,Classic Double Room,1 night, 2 adults,
1325,WIT Hotel,"9th arr., Paris","IRR 7,951,542",7.1,Good,"3,300 reviews",1 double bed,20m²,1.9,Suite,1 night, 2 adults,
1326,Hôtel Galileo Champs Elysées,"8th arr., Paris","IRR 6,447,737",8.6,Fabulous,"1,457 reviews",1 large double bed,,4.2,Classic Room,1 night, 2 adults,
1327,Lennon by Avalon Hotel Paris Gare du Nord,"10th arr., Paris","IRR 4,605,527",7.4,Good,"2,242 reviews",1 double bed,,2.7,Double Room,1 night, 2 adults,
1328,Grand Hôtel Magenta,"10th arr., Paris","IRR 3,964,758",6.9,Review score,"2,867 reviews",1 double bed,,2.7,Double Room,1 night, 2 adults,
1329,Relais du Pré,"9th arr., Paris","IRR 6,087,305",8.1,Very good,"1,371 reviews",1 double bed,,2.4,Double Room,1 night, 2 adults,
1330,Hôtel Le Daum,"12th arr., Paris","IRR 7,913,496",8.3,Very good,"1,273 reviews",1 double bed,,4.1,Comfort Double Room,1 night, 2 adults,
1331,Courcelles Etoile,"17th arr., Paris","IRR 4,845,815",8.2,Very good,"1,714 reviews",1 double bed,,5,Chambre Deluxe,1 night, 2 adults,
1332,Hôtel Korner Etoile,"17th arr., Paris","IRR 8,722,467",8.3,Very good,"1,720 reviews",Multiple bed types,,5.3,Triple Room,1 night, 2 adults,
1333,Hotel de la Bretonnerie,"4th arr., Paris","IRR 7,027,633",8.1,Very good,762 reviews,Beds: 1 double or 2 singles,,350,Classic Double Room,1 night, 2 adults,
1334,Hotel Marena,"9th arr., Paris","IRR 5,726,872",7.9,Good,"1,552 reviews",2 single beds,,2.6,Twin Room,1 night, 2 adults,
1335,Chatillon Paris Montparnasse,"14th arr., Paris","IRR 5,086,103",8.1,Very good,"1,548 reviews",1 large double bed,,4,Classic Double Room,1 night, 2 adults,
1336,Hôtel Moderniste,"15th arr., Paris","IRR 11,173,408",9.1,Superb,"1,668 reviews",Multiple bed types,,4.9,Large Triple Room,1 night, 2 adults,
1337,citizenM Paris Gare de Lyon,"12th arr., Paris","IRR 11,974,369",8.3,Very good,"10,437 reviews",1 extra-large double bed,,2.1,King Room - Iconic View,1 night, 2 adults,
1338,Le Robinet d'Or,"10th arr., Paris","IRR 9,130,957",8.9,Fabulous,"1,169 reviews",1 large double bed,,2.6,Standard Double Room,1 night, 2 adults,
1339,"Holiday Inn Paris - Gare de Lyon Bastille, an IHG Hotel","12th arr., Paris","IRR 11,173,408",8.5,Very good,"2,531 reviews",1 double bed,,1.9,Standard Double Room,1 night, 2 adults,
1340,Hotel La Manufacture,"13th arr., Paris","IRR 6,007,209",8.3,Very good,"2,397 reviews",1 double bed,,2.7,Classic Double Room,1 night, 2 adults,
1341,Timhotel Montmartre,"18th arr., Paris","IRR 9,571,486",8.3,Very good,"2,532 reviews",1 large double bed,,3.4,Comfort Double Room,1 night, 2 adults,
1342,Grand Hôtel De Turin,"9th arr., Paris","IRR 6,167,401",7.8,Good,"1,995 reviews",1 double bed,,2.8,Standard Double Room,1 night, 2 adults,
1343,Mode Paris Aparthotel,"16th arr., Paris","IRR 15,325,991",9.2,Superb,480 reviews,1 double bed,23m²,5,Superior Studio,1 night, 2 adults,
1344,UCPA SPORT STATION HOSTEL PARIS,"19th arr., Paris","IRR 6,367,641",8.0,Very good,"5,921 reviews",4 single beds,,4.6,Quadruple Room,1 night, 2 adults,
1348,Maison Albar - Le Diamond,"8th arr., Paris","IRR 12,615,138",8.7,Fabulous,"1,211 reviews",1 extra-large double bed,,2.9,Executive King Room,1 night, 2 adults,
1350,WIT Hotel,"9th arr., Paris","IRR 7,951,542",7.1,Good,"3,300 reviews",1 double bed,20m²,1.9,Suite,1 night, 2 adults,
1351,Hôtel Galileo Champs Elysées,"8th arr., Paris","IRR 6,447,737",8.6,Fabulous,"1,457 reviews",1 large double bed,,4.2,Classic Room,1 night, 2 adults,
1352,Hotel du Collectionneur,"8th arr., Paris","IRR 23,988,787",8.3,Very good,"3,511 reviews",1 extra-large double bed,,4,Deluxe King Room,1 night, 2 adults,
1353,Hôtel Moderniste,"15th arr., Paris","IRR 11,173,408",9.1,Superb,"1,668 reviews",Multiple bed types,,4.9,Large Triple Room,1 night, 2 adults,
1354,Hôtel Le Daum,"12th arr., Paris","IRR 7,913,496",8.3,Very good,"1,273 reviews",1 double bed,,4.1,Comfort Double Room,1 night, 2 adults,
1355,Hôtel de Lille - Saint-Germain des Près,"7th arr., Paris","IRR 13,776,532",8.7,Fabulous,864 reviews,1 large double bed,,1.6,Executive Double Room,1 night, 2 adults,
1356,Le Robinet d'Or,"10th arr., Paris","IRR 9,130,957",8.9,Fabulous,"1,169 reviews",1 large double bed,,2.6,Standard Double Room,1 night, 2 adults,
1357,Paris j'Adore Hotel & Spa,"17th arr., Paris","IRR 18,052,863",9.0,Superb,"1,114 reviews",1 large double bed,,3.7,Superior - Boudoir with Jacuzzi,1 night, 2 adults,
1358,citizenM Paris Champs-Élysées,"8th arr., Paris","IRR 10,484,581",8.6,Fabulous,"3,220 reviews",1 extra-large double bed,,3.7,King Room,1 night, 2 adults,
1359,Grand Hotel Francais,"11th arr., Paris","IRR 10,412,495",8.5,Very good,801 reviews,1 large double bed,,2.9,Privilege Room,1 night, 2 adults,
1361,Timhotel Montmartre,"18th arr., Paris","IRR 9,571,486",8.3,Very good,"2,532 reviews",1 large double bed,,3.4,Comfort Double Room,1 night, 2 adults,
1362,Villa-des-Prés,"6th arr., Paris","IRR 21,585,903",9.3,Superb,66 reviews,1 extra-large double bed,,1.2,Superior Double Room,1 night, 2 adults,
1363,Mode Paris Aparthotel,"16th arr., Paris","IRR 15,325,991",9.2,Superb,480 reviews,1 double bed,23m²,5,Superior Studio,1 night, 2 adults,
1364,Hôtel Elysées Régencia,"16th arr., Paris","IRR 16,459,752",8.5,Very good,"1,534 reviews",1 large double bed,,4.1,Classic Double Room,1 night, 2 adults,
1366,Courcelles Etoile,"17th arr., Paris","IRR 4,845,815",8.2,Very good,"1,714 reviews",1 double bed,,5,Chambre Deluxe,1 night, 2 adults,
1367,Le Grey Hotel,"9th arr., Paris","IRR 13,616,340",8.6,Fabulous,"1,826 reviews",Beds: 1 double or 2 singles,,3.3,Superior Double or Twin Room,1 night, 2 adults,
1368,Hotel Bridget,"20th arr., Paris","IRR 7,649,179",8.1,Very good,"1,127 reviews",1 large double bed,,3.5,Double Room,1 night, 2 adults,
1369,Les Rives de Notre-Dame,"5th arr., Paris","IRR 11,173,408",9.3,Superb,541 reviews,1 large double bed,,0.6,Superior Double Room,1 night, 2 adults,
