name,location,price,rating,quality,review,bed,size,distance_from_center,room_type,nights,adults,free_cancellation
Potsdamer Inn,"Tempelhof-Schöneberg, Berlin","IRR 2,563,076",5,Review score,"2,489 reviews",1 large double bed,,2.4,Double Room,1 night, 2 adults,
Ibis budget Berlin Potsdamer Platz,"Friedrichshain-Kreuzberg, Berlin","IRR 4,365,238",7.5,Good,"13,230 reviews","2 beds (1 double, 1 bunk bed)",,1.4,Double Room,1 night, 2 adults,Free cancellation
Alper Hotel am Potsdamer Platz,"Mitte, Berlin","IRR 3,203,845",5.2,Review score,"1,740 reviews",2 single beds,,1.6,Twin Room,1 night, 2 adults,
Hotel Orion Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,803,364",6.9,Review score,"1,438 reviews",1 large double bed,,5.2,Double Room,1 night, 2 adults,
Hotel Gat Point Charlie,"Mitte, Berlin","IRR 4,004,806",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,1 night, 2 adults,
City Pension Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,739,287",7.2,Good,"1,894 reviews",Beds: 1 double or 2 singles,,5.1,Double Room with Private Shower and Shared Toilet,1 night, 2 adults,
Hotelpension Margrit,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,723,268",6.9,Review score,"3,078 reviews",2 single beds,,5.1,Double or Twin Room,1 night, 2 adults,
Hotel Pension Xantener Eck,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,763,316",6.9,Review score,"1,167 reviews",Beds: 1 double or 2 singles,,5.1,Double Room,1 night, 2 adults,
TITANIC Comfort Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 4,731,678",8.1,Very good,"5,478 reviews",1 large double bed,,2.6,Standard King Room,1 night, 2 adults,Free cancellation
Hotel Am Stuttgarter Eck,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,202,643",5.6,Review score,"1,097 reviews",Beds: 1 double or 2 singles,,5.2,Double Room with Shower and Shared Toilet,1 night, 2 adults,
Hotel BELLEVUE am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,963,556",6.6,Review score,865 reviews,1 large double bed,,4.4,Double or Twin Room,1 night, 2 adults,
Apple City Hotel,"Mitte, Berlin","IRR 3,163,797",6.9,Review score,"2,319 reviews",Beds: 1 double or 2 singles,,2.7,Double or Twin Room,1 night, 2 adults,
Hotel Atrium Charlottenburg,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,803,364",6.7,Review score,"1,601 reviews",Beds: 1 double or 2 singles,,5.2,Double or Twin Room,1 night, 2 adults,
Hotel Europa City,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,883,460",6.5,Review score,"3,316 reviews",2 single beds,,4.8,Double or Twin Room,1 night, 2 adults,
Hotel Alex Berlin,"Prenzlauer Berg, Berlin","IRR 3,013,216",7.8,Good,956 reviews,1 large double bed,,3.5,Standard Double Room,1 night, 2 adults,
Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,358,831",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,1 night, 2 adults,Free cancellation
Hotel Amelie Berlin,"Mitte, Berlin","IRR 5,006,007",6.3,Review score,"1,492 reviews",1 double bed,,0.9,Double Room,1 night, 2 adults,
TITANIC Comfort Mitte,"Mitte, Berlin","IRR 4,731,678",7.8,Good,"9,406 reviews",1 double bed,,2,Standard Double Room,1 night, 2 adults,Free cancellation
Hotel Domicil Berlin by Golden Tulip,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,203,845",7.7,Good,"1,546 reviews",2 single beds,,4.9,Standard Twin Room,1 night, 2 adults,
"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 6,686,023",8,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,1 night, 2 adults,Free cancellation
Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 3,003,604",7.1,Good,"7,451 reviews",Beds: 1 double or 2 singles,,3.2,Standard Double Room,1 night, 2 adults,
ibis budget Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 3,964,758",7.6,Good,"5,527 reviews",2 single beds,,3.2,Twin Room,1 night, 2 adults,
ibis budget Berlin Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,742,491",7.6,Good,"5,914 reviews",1 double bed,,2.6,Standard Double Room,1 night, 2 adults,
ibis Berlin Kurfuerstendamm,"Tempelhof-Schöneberg, Berlin","IRR 3,964,758",8,Very good,"4,711 reviews",1 double bed,,2.7,Double Room,1 night, 2 adults,
Potsdamer Inn,"Tempelhof-Schöneberg, Berlin","IRR 2,563,076",5,Review score,"2,489 reviews",1 large double bed,,2.4,Double Room,1 night, 2 adults,
Ibis budget Berlin Potsdamer Platz,"Friedrichshain-Kreuzberg, Berlin","IRR 4,365,238",7.5,Good,"13,230 reviews","2 beds (1 double, 1 bunk bed)",,1.4,Double Room,1 night, 2 adults,Free cancellation
Alper Hotel am Potsdamer Platz,"Mitte, Berlin","IRR 3,203,845",5.2,Review score,"1,740 reviews",2 single beds,,1.6,Twin Room,1 night, 2 adults,
Hotel Orion Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,803,364",6.9,Review score,"1,438 reviews",1 large double bed,,5.2,Double Room,1 night, 2 adults,
Hotel Gat Point Charlie,"Mitte, Berlin","IRR 4,004,806",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,1 night, 2 adults,
City Pension Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,739,287",7.2,Good,"1,894 reviews",Beds: 1 double or 2 singles,,5.1,Double Room with Private Shower and Shared Toilet,1 night, 2 adults,
Hotelpension Margrit,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,723,268",6.9,Review score,"3,078 reviews",2 single beds,,5.1,Double or Twin Room,1 night, 2 adults,
Hotel Pension Xantener Eck,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,763,316",6.9,Review score,"1,167 reviews",Beds: 1 double or 2 singles,,5.1,Double Room,1 night, 2 adults,
TITANIC Comfort Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 4,731,678",8.1,Very good,"5,478 reviews",1 large double bed,,2.6,Standard King Room,1 night, 2 adults,Free cancellation
Hotel Am Stuttgarter Eck,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,202,643",5.6,Review score,"1,097 reviews",Beds: 1 double or 2 singles,,5.2,Double Room with Shower and Shared Toilet,1 night, 2 adults,
Hotel BELLEVUE am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,963,556",6.6,Review score,865 reviews,1 large double bed,,4.4,Double or Twin Room,1 night, 2 adults,
Apple City Hotel,"Mitte, Berlin","IRR 3,163,797",6.9,Review score,"2,319 reviews",Beds: 1 double or 2 singles,,2.7,Double or Twin Room,1 night, 2 adults,
Hotel Atrium Charlottenburg,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,803,364",6.7,Review score,"1,601 reviews",Beds: 1 double or 2 singles,,5.2,Double or Twin Room,1 night, 2 adults,
Hotel Europa City,"Charlottenburg-Wilmersdorf, Berlin","IRR 2,883,460",6.5,Review score,"3,316 reviews",2 single beds,,4.8,Double or Twin Room,1 night, 2 adults,
Senator Barajas,"Barajas, Madrid","IRR 7,969,563",7.7,Good,"10,739 reviews",Multiple bed types,,11.3,Triple Room,1 night, 3 adults,
Compostela Suites,"San Blas, Madrid","IRR 5,006,007",7.8,Good,"5,365 reviews","3 beds (2 singles, 1 sofa bed)",37m²,11,One-Bedroom Suite (3 Adults),1 night, 3 adults,
Casa Cafe Madrid (El plantio) Calle segundo anca 11 madrid 28023,"Moncloa-Aravaca, Madrid","IRR 2,027,633",8.1,Very good,214 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",,11.7,Family Room with Terrace,1 night, 3 adults,
Elegante Apt para 3 en Chueca a 1 min de Gran Via,"Centro, Madrid","IRR 2,595,114",,,,"2 beds (1 double, 1 sofa bed)",20m²,0.8,Apartment,1 night, 3 adults,
Hostal Asunción,"Centro, Madrid","IRR 3,424,109",6.9,Review score,"2,901 reviews","3 beds (2 singles, 1 double)",,1.3,Quadruple Room,1 night, 3 adults,
Fly Rooms Madrid Airport,"Barajas, Madrid","IRR 7,208,650",8.9,Fabulous,"2,643 reviews",4 single beds,60m²,12,Two-Bedroom Apartment,1 night, 3 adults,
AV. Asturias Apartamento,"Tetuan, Madrid","IRR 3,788,546",8.4,Very good,105 reviews,"2 beds (1 double, 1 sofa bed)",40m²,5.6,Two-Bedroom Apartment,1 night, 3 adults,
CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 3,183,420",5.6,Review score,"1,953 reviews","2 beds (1 single, 1 double)",,300,Double Room with Extra Bed,1 night, 3 adults,
Hotel Mora by MIJ,"Centro, Madrid","IRR 7,799,359",8,Very good,"4,114 reviews",Multiple bed types,,1.1,Triple Room,1 night, 3 adults,
Apartamentos Juan Bravo,"Salamanca, Madrid","IRR 7,218,262",8.2,Very good,"4,874 reviews","3 beds (2 singles, 1 sofa bed)",,3,Standard Apartment,1 night, 3 adults,
Hostal Prado,"Centro, Madrid","IRR 4,805,767",8.1,Very good,767 reviews,3 single beds,,250,Twin Room with Extra Bed,1 night, 3 adults,
El cielo Madrid,Madrid,"IRR 1,802,163",5.9,Review score,8 reviews,6 double beds,,15.1,6-Bed Mixed Dormitory Room,1 night, 3 adults,
Apartments near metro,"Puente de Vallecas, Madrid","IRR 1,922,307",5.6,Review score,95 reviews,"3 beds (2 doubles, 1 sofa bed)",40m²,4,Apartment,1 night, 3 adults,
"Madrid Airport Suites, Affiliated by Meliá","San Blas, Madrid","IRR 10,012,014",7.3,Good,"4,442 reviews","3 beds (1 single, 1 double, 1 bunk bed)",,13.9,Family Room,1 night, 3 adults,
Hostal PETITE MAMAN,"Centro, Madrid","IRR 3,880,657",7.7,Good,"2,291 reviews",Multiple bed types,,300,Superior Triple Room,1 night, 3 adults,
Ok Hostel Madrid,"Centro, Madrid","IRR 6,215,459",8.9,Fabulous,"11,172 reviews",2 bunk beds,,0.7,Classic Quadruple Room,1 night, 3 adults,
Axor Feria,"San Blas, Madrid","IRR 9,272,327",8.4,Very good,"6,731 reviews",3 single beds,,10.8,Triple Room with free airport shuttle,1 night, 3 adults,
Axor Barajas,"San Blas, Madrid","IRR 10,596,716",8.6,Fabulous,"5,006 reviews",Beds: 1 double or 2 singles,,10.8,Triple Room with free airport shuttle,1 night, 3 adults,
Hostal Asunción,"Centro, Madrid","IRR 3,424,109",6.9,Review score,"2,901 reviews","3 beds (2 singles, 1 double)",,1.3,Quadruple Room,1 night, 3 adults,
Compostela Suites,"San Blas, Madrid","IRR 5,006,007",7.8,Good,"5,365 reviews","3 beds (2 singles, 1 sofa bed)",37m²,11,One-Bedroom Suite (3 Adults),1 night, 3 adults,
Elegante Apt para 3 en Chueca a 1 min de Gran Via,"Centro, Madrid","IRR 2,595,114",,,,"2 beds (1 double, 1 sofa bed)",20m²,0.8,Apartment,1 night, 3 adults,
JC Rooms Santo Domingo,"Centro, Madrid","IRR 6,848,218",7.8,Good,"3,354 reviews",3 single beds,,0.6,Executive Triple Room,1 night, 3 adults,
N1 Casa de Madrid - greenpeace line,"Salamanca, Madrid","IRR 2,603,124",6.1,Review score,723 reviews,"2 beds (1 single, 1 large double)",,3.4,Triple Room with Shared Bathroom,1 night, 3 adults,
Hostal Excelsior,"Centro, Madrid","IRR 4,894,674",8,Very good,"1,698 reviews","2 beds (1 single, 1 double)",,0.5,Double Room with Extra Bed,1 night, 3 adults,
Hostal Prado,"Centro, Madrid","IRR 4,805,767",8.1,Very good,767 reviews,3 single beds,,250,Twin Room with Extra Bed,1 night, 3 adults,
Fly Rooms Madrid Airport,"Barajas, Madrid","IRR 7,208,650",8.9,Fabulous,"2,643 reviews",4 single beds,60m²,12,Two-Bedroom Apartment,1 night, 3 adults,
Casa Cafe Madrid (El plantio) Calle segundo anca 11 madrid 28023,"Moncloa-Aravaca, Madrid","IRR 2,027,633",8.1,Very good,214 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",,11.7,Family Room with Terrace,1 night, 3 adults,
Apartamentos Juan Bravo,"Salamanca, Madrid","IRR 7,218,262",8.2,Very good,"4,874 reviews","3 beds (2 singles, 1 sofa bed)",,3,Standard Apartment,1 night, 3 adults,
AV. Asturias Apartamento,"Tetuan, Madrid","IRR 3,788,546",8.4,Very good,105 reviews,"2 beds (1 double, 1 sofa bed)",40m²,5.6,Two-Bedroom Apartment,1 night, 3 adults,
Ok Hostel Madrid,"Centro, Madrid","IRR 6,215,459",8.9,Fabulous,"11,172 reviews",2 bunk beds,,0.7,Classic Quadruple Room,1 night, 3 adults,
Casa Cafe Madrid (El plantio) Calle segundo anca 11 madrid 28023,"Moncloa-Aravaca, Madrid","IRR 2,027,633",8.1,Very good,214 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",,11.7,Family Room with Terrace,1 night, 3 adults,
Elegante Apt para 3 en Chueca a 1 min de Gran Via,"Centro, Madrid","IRR 2,595,114",,,,"2 beds (1 double, 1 sofa bed)",20m²,0.8,Apartment,1 night, 3 adults,
El cielo Madrid,Madrid,"IRR 1,802,163",5.9,Review score,8 reviews,6 double beds,,15.1,6-Bed Mixed Dormitory Room,1 night, 3 adults,
Apartments near metro,"Puente de Vallecas, Madrid","IRR 1,922,307",5.6,Review score,95 reviews,"3 beds (2 doubles, 1 sofa bed)",40m²,4,Apartment,1 night, 3 adults,
MAD Apartments by Olala Homes,"Puente de Vallecas, Madrid","IRR 3,243,893",8.4,Very good,801 reviews,"2 beds (1 double, 1 sofa bed)",30m²,4.2,Studio Apartment,1 night, 3 adults,
N1 Casa de Madrid - greenpeace line,"Salamanca, Madrid","IRR 2,603,124",6.1,Review score,723 reviews,"2 beds (1 single, 1 large double)",,3.4,Triple Room with Shared Bathroom,1 night, 3 adults,
Senator Barajas,"Barajas, Madrid","IRR 7,969,563",7.7,Good,"10,739 reviews",Multiple bed types,,11.3,Triple Room,1 night, 3 adults,
Compostela Suites,"San Blas, Madrid","IRR 5,006,007",7.8,Good,"5,365 reviews","3 beds (2 singles, 1 sofa bed)",37m²,11,One-Bedroom Suite (3 Adults),1 night, 3 adults,
Cava Baja Suites 1,"Centro, Madrid","IRR 6,720,465",9.5,Exceptional,58 reviews,"2 beds (1 double, 1 sofa bed)",27m²,0.6,Superior Studio,1 night, 3 adults,
Cava Baja Suites 2,"Centro, Madrid","IRR 7,762,115",9.6,Exceptional,78 reviews,"2 beds (1 double, 1 sofa bed)",46m²,0.6,Deluxe Studio,1 night, 3 adults,
Hostal PETITE MAMAN,"Centro, Madrid","IRR 3,880,657",7.7,Good,"2,291 reviews",Multiple bed types,,300,Superior Triple Room,1 night, 3 adults,
Ok Hostel Madrid,"Centro, Madrid","IRR 6,215,459",8.9,Fabulous,"11,172 reviews",2 bunk beds,,0.7,Classic Quadruple Room,1 night, 3 adults,
Hostal Asunción,"Centro, Madrid","IRR 3,424,109",6.9,Review score,"2,901 reviews","3 beds (2 singles, 1 double)",,1.3,Quadruple Room,1 night, 3 adults,
LaNave,"Moncloa-Aravaca, Madrid","IRR 7,173,809",8.1,Very good,"1,954 reviews",4 bunk beds,,1.2,Quadruple Room with Private Bathroom,1 night, 3 adults,
Santa Cruz,"Centro, Madrid","IRR 13,696,436",8.8,Fabulous,33 reviews,"2 beds (1 single, 1 double)",,250,Triple Room with Private Bathroom,1 night, 3 adults,
Compostela Suites,"San Blas, Madrid","IRR 5,006,007",7.8,Good,"5,365 reviews","3 beds (2 singles, 1 sofa bed)",37m²,11,One-Bedroom Suite (3 Adults),1 night, 3 adults,
Apartamentos Day Madrid GRAN VIA Centro Sol Malasaña,"Centro, Madrid","IRR 8,174,610",6.9,Review score,163 reviews,"2 beds (1 double, 1 sofa bed)",40m²,0.6,Standard Apartment,1 night, 3 adults,
Gran Central Suites,"Centro, Madrid","IRR 6,401,682",8,Very good,"2,702 reviews","2 beds (1 double, 1 sofa bed)",32m²,0.9,Superior Apartment,1 night, 3 adults,
Elegante Apt para 3 en Chueca a 1 min de Gran Via,"Centro, Madrid","IRR 2,595,114",,,,"2 beds (1 double, 1 sofa bed)",20m²,0.8,Apartment,1 night, 3 adults,
JC Rooms Santo Domingo,"Centro, Madrid","IRR 6,848,218",7.8,Good,"3,354 reviews",3 single beds,,0.6,Executive Triple Room,1 night, 3 adults,
N1 Casa de Madrid - greenpeace line,"Salamanca, Madrid","IRR 2,603,124",6.1,Review score,723 reviews,"2 beds (1 single, 1 large double)",,3.4,Triple Room with Shared Bathroom,1 night, 3 adults,
Hotel Mora by MIJ,"Centro, Madrid","IRR 7,799,359",8,Very good,"4,114 reviews",Multiple bed types,,1.1,Triple Room,1 night, 3 adults,
Alianza Suites,"Villaverde, Madrid","IRR 4,765,719",9.2,Superb,359 reviews,"4 beds (2 singles, 1 sofa bed, 1 large double)",33m²,6.7,One-Bedroom Apartment,1 night, 3 adults,
Hostal Prado,"Centro, Madrid","IRR 4,805,767",8.1,Very good,767 reviews,3 single beds,,250,Twin Room with Extra Bed,1 night, 3 adults,
Home Art Apartments Chamberí,"Chamberi, Madrid","IRR 6,768,122",8.5,Very good,633 reviews,"2 beds (1 double, 1 sofa bed)",40m²,1.9,Superior Apartment,1 night, 3 adults,
Casa Cafe Madrid (El plantio) Calle segundo anca 11 madrid 28023,"Moncloa-Aravaca, Madrid","IRR 2,027,633",8.1,Very good,214 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",,11.7,Family Room with Terrace,1 night, 3 adults,
Apartamentos Juan Bravo,"Salamanca, Madrid","IRR 7,218,262",8.2,Very good,"4,874 reviews","3 beds (2 singles, 1 sofa bed)",,3,Standard Apartment,1 night, 3 adults,
Hostal Abaaly,"Centro, Madrid","IRR 4,485,382",7.3,Good,"1,774 reviews",3 single beds,,500,Triple Room with Shared Bathroom,1 night, 3 adults,
AV. Asturias Apartamento,"Tetuan, Madrid","IRR 3,788,546",8.4,Very good,105 reviews,"2 beds (1 double, 1 sofa bed)",40m²,5.6,Two-Bedroom Apartment,1 night, 3 adults,
Senator Barajas,"Barajas, Madrid","IRR 7,969,563",7.7,Good,"10,739 reviews",Multiple bed types,,11.3,Triple Room,1 night, 3 adults,
Streatham Hotel,"Brent, London","IRR 2,963,266",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,1 night, 3 adults,
Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 9,360,159",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,1 night, 3 adults,
Lancaster Gate Hotel,"Westminster Borough, London","IRR 7,478,720",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,1 night, 3 adults,Free cancellation
Coronation Hotel,"Kensington and Chelsea, London","IRR 4,587,419",7.1,Good,258 reviews,"2 beds (1 single, 1 double)",,5.1,Family Room,1 night, 3 adults,
London Central Budget Rooms,"Islington, London","IRR 2,351,799",5.8,Review score,58 reviews,"2 beds (1 double, 1 bunk bed)",,3.1,Budget Triple Room,1 night, 3 adults,
Wandsworth Guest Rooms 64,"Wandsworth, London","IRR 3,057,338",7.3,Good,44 reviews,"2 beds (1 single, 1 double)",,7.2,Triple Room,1 night, 3 adults,
Park Avenue Bayswater Inn Hyde Park,"Westminster Borough, London","IRR 6,095,862",7.2,Good,"5,208 reviews",Multiple bed types,,4.5,Triple Room,1 night, 3 adults,
London Court Hotel,"Kensington and Chelsea, London","IRR 5,644,317",8,Very good,"1,689 reviews",2 single beds,,4.9,"Deluxe Twin Room, with en suite",1 night, 3 adults,
Balmoral House Hotel,"Westminster Borough, London","IRR 5,362,101",7.6,Good,"1,447 reviews","2 beds (1 single, 1 double)",,3.3,Triple Room,1 night, 3 adults,
Tony's House Hotel,"Westminster Borough, London","IRR 6,443,929",6.1,Review score,"1,491 reviews","2 beds (1 single, 1 double)",,3.3,Family Room (3 Adults),1 night, 3 adults,
Jubilee Rooms 15 Minutes Central London,"Brent, London","IRR 4,233,238",7.6,Good,11 reviews,"2 beds (1 single, 1 double)",,8.2,Comfort Triple Room,1 night, 3 adults,
Victorian Woods BnB,"Newham, London","IRR 3,608,130",8.2,Very good,138 reviews,"2 beds (1 sofa bed, 1 large double)",,11.3,Queen Room with Shared Bathroom,1 night, 3 adults,
Streatham Hotel,"Brent, London","IRR 2,963,266",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,1 night, 3 adults,
Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 9,360,159",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,1 night, 3 adults,
Lancaster Gate Hotel,"Westminster Borough, London","IRR 7,478,720",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,1 night, 3 adults,Free cancellation
Coronation Hotel,"Kensington and Chelsea, London","IRR 4,587,419",7.1,Good,258 reviews,"2 beds (1 single, 1 double)",,5.1,Family Room,1 night, 3 adults,
